subject_id,split,size,z,depth,slice_score,n_classes_in_slice,class_name,class_idx,area,area_frac
s0606,train,128,65,128,11.2701,20,rib_right_6,71,29,0.00177
s0607,val,128,118,128,8.9839,13,lung_lower_lobe_right,46,897,0.05475
s0607,val,128,118,128,8.9839,13,lung_lower_lobe_left,45,563,0.03436
s0607,val,128,118,128,8.9839,13,heart,28,521,0.0318
s0607,val,128,118,128,8.9839,13,lung_middle_lobe_right,47,303,0.01849
s0607,val,128,118,128,8.9839,13,lung_upper_lobe_left,48,281,0.01715
s0607,val,128,118,128,8.9839,13,liver,44,246,0.01501
s0607,val,128,118,128,8.9839,13,vertebrae_T9,114,110,0.00671
s0607,val,128,118,128,8.9839,13,costal_cartilages,16,84,0.00513
s0607,val,128,118,128,8.9839,13,aorta,3,62,0.00378
s0607,val,128,118,128,8.9839,13,autochthon_left,5,55,0.00336
s0607,val,128,118,128,8.9839,13,autochthon_right,6,51,0.00311
s0607,val,128,118,128,8.9839,13,rib_left_9,62,45,0.00275
s0607,val,128,118,128,8.9839,13,rib_right_9,74,31,0.00189
s0608,train,128,63,128,12.6034,19,lung_lower_lobe_left,45,1107,0.06757
s0608,train,128,63,128,12.6034,19,lung_upper_lobe_left,48,1088,0.06641
s0608,train,128,63,128,12.6034,19,lung_lower_lobe_right,46,1032,0.06299
s0608,train,128,63,128,12.6034,19,heart,28,961,0.05865
s0608,train,128,63,128,12.6034,19,lung_middle_lobe_right,47,906,0.0553
s0608,train,128,63,128,12.6034,19,lung_upper_lobe_right,49,586,0.03577
s0608,train,128,63,128,12.6034,19,aorta,3,519,0.03168
s0608,train,128,63,128,12.6034,19,costal_cartilages,16,310,0.01892
s0608,train,128,63,128,12.6034,19,vertebrae_T7,112,264,0.01611
s0608,train,128,63,128,12.6034,19,pulmonary_vein,53,181,0.01105
s0608,train,128,63,128,12.6034,19,atrial_appendage_left,4,136,0.0083
s0608,train,128,63,128,12.6034,19,sternum,85,134,0.00818
s0608,train,128,63,128,12.6034,19,rib_left_5,58,87,0.00531
s0608,train,128,63,128,12.6034,19,scapula_left,79,87,0.00531
s0608,train,128,63,128,12.6034,19,superior_vena_cava,89,77,0.0047
s0608,train,128,63,128,12.6034,19,rib_left_6,59,59,0.0036
s0608,train,128,63,128,12.6034,19,rib_left_7,60,58,0.00354
s0608,train,128,63,128,12.6034,19,esophagus,18,55,0.00336
s0608,train,128,63,128,12.6034,19,rib_right_4,69,28,0.00171
s0610,train,128,14,128,11.4844,18,lung_upper_lobe_right,49,1087,0.06635
s0610,train,128,14,128,11.4844,18,lung_upper_lobe_left,48,748,0.04565
s0610,train,128,14,128,11.4844,18,lung_lower_lobe_left,45,253,0.01544
s0610,train,128,14,128,11.4844,18,aorta,3,230,0.01404
s0610,train,128,14,128,11.4844,18,heart,28,167,0.01019
s0610,train,128,14,128,11.4844,18,lung_lower_lobe_right,46,152,0.00928
s0610,train,128,14,128,11.4844,18,sternum,85,138,0.00842
s0610,train,128,14,128,11.4844,18,vertebrae_T7,112,99,0.00604
s0610,train,128,14,128,11.4844,18,vertebrae_T6,111,85,0.00519
s0610,train,128,14,128,11.4844,18,superior_vena_cava,89,78,0.00476
s0610,train,128,14,128,11.4844,18,trachea,91,55,0.00336
s0610,train,128,14,128,11.4844,18,scapula_right,80,52,0.00317
s0610,train,128,14,128,11.4844,18,scapula_left,79,45,0.00275
s0610,train,128,14,128,11.4844,18,rib_right_7,72,41,0.0025
s0610,train,128,14,128,11.4844,18,costal_cartilages,16,37,0.00226
s0610,train,128,14,128,11.4844,18,rib_left_7,60,36,0.0022
s0610,train,128,14,128,11.4844,18,autochthon_right,6,31,0.00189
s0610,train,128,14,128,11.4844,18,autochthon_left,5,27,0.00165
s0611,train,128,86,128,10.2727,20,gluteus_medius_left,24,466,0.02844
s0611,train,128,86,128,10.2727,20,gluteus_medius_right,25,406,0.02478
s0611,train,128,86,128,10.2727,20,hip_left,29,393,0.02399
s0611,train,128,86,128,10.2727,20,iliopsoas_left,37,388,0.02368
s0611,train,128,86,128,10.2727,20,hip_right,30,382,0.02332
s0611,train,128,86,128,10.2727,20,sacrum,78,345,0.02106
s0611,train,128,86,128,10.2727,20,colon,13,339,0.02069
s0611,train,128,86,128,10.2727,20,iliopsoas_right,38,333,0.02032
s0611,train,128,86,128,10.2727,20,vertebrae_S1,105,313,0.0191
s0611,train,128,86,128,10.2727,20,small_bowel,82,312,0.01904
s0611,train,128,86,128,10.2727,20,gluteus_maximus_left,22,154,0.0094
s0611,train,128,86,128,10.2727,20,gluteus_maximus_right,23,113,0.0069
s0611,train,128,86,128,10.2727,20,autochthon_right,6,105,0.00641
s0611,train,128,86,128,10.2727,20,autochthon_left,5,98,0.00598
s0611,train,128,86,128,10.2727,20,iliac_artery_right,34,45,0.00275
s0611,train,128,86,128,10.2727,20,iliac_vena_left,35,40,0.00244
s0611,train,128,86,128,10.2727,20,iliac_artery_left,33,39,0.00238
s0611,train,128,86,128,10.2727,20,spinal_cord,83,35,0.00214
s0611,train,128,86,128,10.2727,20,gluteus_minimus_right,27,33,0.00201
s0611,train,128,86,128,10.2727,20,iliac_vena_right,36,29,0.00177
s0612,train,128,98,128,7.0637,9,lung_middle_lobe_right,47,331,0.0202
s0612,train,128,98,128,7.0637,9,lung_upper_lobe_left,48,189,0.01154
s0612,train,128,98,128,7.0637,9,lung_lower_lobe_left,45,131,0.008
s0612,train,128,98,128,7.0637,9,heart,28,128,0.00781
s0612,train,128,98,128,7.0637,9,lung_lower_lobe_right,46,121,0.00739
s0612,train,128,98,128,7.0637,9,lung_upper_lobe_right,49,120,0.00732
s0612,train,128,98,128,7.0637,9,aorta,3,93,0.00568
s0612,train,128,98,128,7.0637,9,vertebrae_T7,112,48,0.00293
s0612,train,128,98,128,7.0637,9,costal_cartilages,16,33,0.00201
s0613,train,128,100,128,7.5192,8,lung_lower_lobe_right,46,322,0.01965
s0613,train,128,100,128,7.5192,8,lung_upper_lobe_left,48,297,0.01813
s0613,train,128,100,128,7.5192,8,lung_upper_lobe_right,49,254,0.0155
s0613,train,128,100,128,7.5192,8,lung_lower_lobe_left,45,216,0.01318
s0613,train,128,100,128,7.5192,8,heart,28,178,0.01086
s0613,train,128,100,128,7.5192,8,lung_middle_lobe_right,47,165,0.01007
s0613,train,128,100,128,7.5192,8,vertebrae_T7,112,72,0.00439
s0613,train,128,100,128,7.5192,8,aorta,3,59,0.0036
s0614,val,128,88,128,9.7696,18,gluteus_medius_right,25,380,0.02319
s0614,val,128,88,128,9.7696,18,iliopsoas_left,37,341,0.02081
s0614,val,128,88,128,9.7696,18,gluteus_medius_left,24,340,0.02075
s0614,val,128,88,128,9.7696,18,hip_right,30,296,0.01807
s0614,val,128,88,128,9.7696,18,iliopsoas_right,38,286,0.01746
s0614,val,128,88,128,9.7696,18,hip_left,29,271,0.01654
s0614,val,128,88,128,9.7696,18,sacrum,78,257,0.01569
s0614,val,128,88,128,9.7696,18,small_bowel,82,239,0.01459
s0614,val,128,88,128,9.7696,18,colon,13,180,0.01099
s0614,val,128,88,128,9.7696,18,gluteus_maximus_right,23,144,0.00879
s0614,val,128,88,128,9.7696,18,autochthon_right,6,110,0.00671
s0614,val,128,88,128,9.7696,18,gluteus_maximus_left,22,99,0.00604
s0614,val,128,88,128,9.7696,18,vertebrae_S1,105,80,0.00488
s0614,val,128,88,128,9.7696,18,autochthon_left,5,79,0.00482
s0614,val,128,88,128,9.7696,18,iliac_vena_left,35,50,0.00305
s0614,val,128,88,128,9.7696,18,vertebrae_L5,104,49,0.00299
s0614,val,128,88,128,9.7696,18,spinal_cord,83,36,0.0022
s0614,val,128,88,128,9.7696,18,iliac_vena_right,36,27,0.00165
s0615,train,128,59,128,10.2218,15,liver,44,418,0.02551
s0615,train,128,59,128,10.2218,15,stomach,86,324,0.01978
s0615,train,128,59,128,10.2218,15,spleen,84,284,0.01733
s0615,train,128,59,128,10.2218,15,kidney_left,42,199,0.01215
s0615,train,128,59,128,10.2218,15,small_bowel,82,191,0.01166
s0615,train,128,59,128,10.2218,15,kidney_right,43,175,0.01068
s0615,train,128,59,128,10.2218,15,autochthon_right,6,172,0.0105
s0615,train,128,59,128,10.2218,15,autochthon_left,5,168,0.01025
s0615,train,128,59,128,10.2218,15,pancreas,50,168,0.01025
s0615,train,128,59,128,10.2218,15,colon,13,145,0.00885
s0615,train,128,59,128,10.2218,15,vertebrae_L2,101,105,0.00641
s0615,train,128,59,128,10.2218,15,inferior_vena_cava,39,63,0.00385
s0615,train,128,59,128,10.2218,15,duodenum,17,53,0.00323
s0615,train,128,59,128,10.2218,15,vertebrae_L1,100,35,0.00214
s0615,train,128,59,128,10.2218,15,iliopsoas_left,37,33,0.00201
s0616,train,128,64,128,4.2458,7,heart,28,152,0.00928
s0616,train,128,64,128,4.2458,7,lung_lower_lobe_right,46,133,0.00812
s0616,train,128,64,128,4.2458,7,lung_lower_lobe_left,45,100,0.0061
s0616,train,128,64,128,4.2458,7,liver,44,53,0.00323
s0616,train,128,64,128,4.2458,7,lung_upper_lobe_left,48,45,0.00275
s0616,train,128,64,128,4.2458,7,vertebrae_T9,114,28,0.00171
s0616,train,128,64,128,4.2458,7,lung_middle_lobe_right,47,27,0.00165
s0617,train,128,87,128,7.5274,12,lung_lower_lobe_right,46,338,0.02063
s0617,train,128,87,128,7.5274,12,heart,28,312,0.01904
s0617,train,128,87,128,7.5274,12,liver,44,271,0.01654
s0617,train,128,87,128,7.5274,12,lung_lower_lobe_left,45,143,0.00873
s0617,train,128,87,128,7.5274,12,lung_middle_lobe_right,47,103,0.00629
s0617,train,128,87,128,7.5274,12,stomach,86,92,0.00562
s0617,train,128,87,128,7.5274,12,spleen,84,80,0.00488
s0617,train,128,87,128,7.5274,12,vertebrae_T10,115,55,0.00336
s0617,train,128,87,128,7.5274,12,costal_cartilages,16,42,0.00256
s0617,train,128,87,128,7.5274,12,lung_upper_lobe_left,48,42,0.00256
s0617,train,128,87,128,7.5274,12,autochthon_left,5,36,0.0022
s0617,train,128,87,128,7.5274,12,autochthon_right,6,29,0.00177
s0618,val,128,3,128,14.4325,19,liver,44,2066,0.1261
s0618,val,128,3,128,14.4325,19,stomach,86,456,0.02783
s0618,val,128,3,128,14.4325,19,kidney_left,42,384,0.02344
s0618,val,128,3,128,14.4325,19,pancreas,50,351,0.02142
s0618,val,128,3,128,14.4325,19,kidney_right,43,337,0.02057
s0618,val,128,3,128,14.4325,19,colon,13,264,0.01611
s0618,val,128,3,128,14.4325,19,autochthon_right,6,239,0.01459
s0618,val,128,3,128,14.4325,19,autochthon_left,5,226,0.01379
s0618,val,128,3,128,14.4325,19,vertebrae_L2,101,173,0.01056
s0618,val,128,3,128,14.4325,19,spleen,84,171,0.01044
s0618,val,128,3,128,14.4325,19,portal_vein_and_splenic_vein,51,128,0.00781
s0618,val,128,3,128,14.4325,19,inferior_vena_cava,39,114,0.00696
s0618,val,128,3,128,14.4325,19,duodenum,17,110,0.00671
s0618,val,128,3,128,14.4325,19,gallbladder,21,100,0.0061
s0618,val,128,3,128,14.4325,19,costal_cartilages,16,93,0.00568
s0618,val,128,3,128,14.4325,19,aorta,3,73,0.00446
s0618,val,128,3,128,14.4325,19,small_bowel,82,73,0.00446
s0618,val,128,3,128,14.4325,19,spinal_cord,83,63,0.00385
s0618,val,128,3,128,14.4325,19,vertebrae_L1,100,49,0.00299
s0619,train,128,100,128,6.9006,10,lung_upper_lobe_left,48,180,0.01099
s0619,train,128,100,128,6.9006,10,heart,28,176,0.01074
s0619,train,128,100,128,6.9006,10,lung_middle_lobe_right,47,172,0.0105
s0619,train,128,100,128,6.9006,10,lung_lower_lobe_right,46,149,0.00909
s0619,train,128,100,128,6.9006,10,lung_upper_lobe_right,49,116,0.00708
s0619,train,128,100,128,6.9006,10,lung_lower_lobe_left,45,104,0.00635
s0619,train,128,100,128,6.9006,10,aorta,3,70,0.00427
s0619,train,128,100,128,6.9006,10,rib_left_7,60,34,0.00208
s0619,train,128,100,128,6.9006,10,pulmonary_vein,53,31,0.00189
s0619,train,128,100,128,6.9006,10,rib_right_7,72,26,0.00159
s0620,train,128,112,128,10.8985,14,liver,44,1111,0.06781
s0620,train,128,112,128,10.8985,14,lung_lower_lobe_right,46,695,0.04242
s0620,train,128,112,128,10.8985,14,lung_lower_lobe_left,45,486,0.02966
s0620,train,128,112,128,10.8985,14,spleen,84,323,0.01971
s0620,train,128,112,128,10.8985,14,lung_middle_lobe_right,47,248,0.01514
s0620,train,128,112,128,10.8985,14,lung_upper_lobe_left,48,221,0.01349
s0620,train,128,112,128,10.8985,14,costal_cartilages,16,157,0.00958
s0620,train,128,112,128,10.8985,14,vertebrae_T11,116,141,0.00861
s0620,train,128,112,128,10.8985,14,heart,28,112,0.00684
s0620,train,128,112,128,10.8985,14,stomach,86,64,0.00391
s0620,train,128,112,128,10.8985,14,autochthon_left,5,60,0.00366
s0620,train,128,112,128,10.8985,14,autochthon_right,6,58,0.00354
s0620,train,128,112,128,10.8985,14,aorta,3,52,0.00317
s0620,train,128,112,128,10.8985,14,esophagus,18,37,0.00226
s0621,train,128,95,128,7.7759,11,lung_lower_lobe_right,46,271,0.01654
s0621,train,128,95,128,7.7759,11,lung_upper_lobe_left,48,245,0.01495
s0621,train,128,95,128,7.7759,11,lung_upper_lobe_right,49,183,0.01117
s0621,train,128,95,128,7.7759,11,lung_lower_lobe_left,45,158,0.00964
s0621,train,128,95,128,7.7759,11,lung_middle_lobe_right,47,143,0.00873
s0621,train,128,95,128,7.7759,11,heart,28,105,0.00641
s0621,train,128,95,128,7.7759,11,vertebrae_T7,112,63,0.00385
s0621,train,128,95,128,7.7759,11,aorta,3,62,0.00378
s0621,train,128,95,128,7.7759,11,costal_cartilages,16,39,0.00238
s0621,train,128,95,128,7.7759,11,atrial_appendage_left,4,35,0.00214
s0621,train,128,95,128,7.7759,11,pulmonary_vein,53,25,0.00153
s0622,train,128,20,128,8.9468,13,lung_upper_lobe_left,48,486,0.02966
s0622,train,128,20,128,8.9468,13,lung_upper_lobe_right,49,327,0.01996
s0622,train,128,20,128,8.9468,13,humerus_right,32,175,0.01068
s0622,train,128,20,128,8.9468,13,scapula_right,80,141,0.00861
s0622,train,128,20,128,8.9468,13,scapula_left,79,99,0.00604
s0622,train,128,20,128,8.9468,13,sternum,85,89,0.00543
s0622,train,128,20,128,8.9468,13,humerus_left,31,86,0.00525
s0622,train,128,20,128,8.9468,13,vertebrae_T4,109,82,0.005
s0622,train,128,20,128,8.9468,13,aorta,3,76,0.00464
s0622,train,128,20,128,8.9468,13,vertebrae_T3,108,49,0.00299
s0622,train,128,20,128,8.9468,13,autochthon_right,6,48,0.00293
s0622,train,128,20,128,8.9468,13,autochthon_left,5,47,0.00287
s0622,train,128,20,128,8.9468,13,subclavian_artery_right,88,40,0.00244
s0623,train,128,87,128,7.272,9,lung_lower_lobe_right,46,308,0.0188
s0623,train,128,87,128,7.272,9,lung_lower_lobe_left,45,306,0.01868
s0623,train,128,87,128,7.272,9,heart,28,261,0.01593
s0623,train,128,87,128,7.272,9,lung_middle_lobe_right,47,144,0.00879
s0623,train,128,87,128,7.272,9,liver,44,112,0.00684
s0623,train,128,87,128,7.272,9,lung_upper_lobe_left,48,91,0.00555
s0623,train,128,87,128,7.272,9,vertebrae_T10,115,78,0.00476
s0623,train,128,87,128,7.272,9,spleen,84,54,0.0033
s0623,train,128,87,128,7.272,9,costal_cartilages,16,50,0.00305
s0624,train,128,79,128,6.1614,9,lung_lower_lobe_right,46,194,0.01184
s0624,train,128,79,128,6.1614,9,lung_upper_lobe_left,48,188,0.01147
s0624,train,128,79,128,6.1614,9,lung_lower_lobe_left,45,182,0.01111
s0624,train,128,79,128,6.1614,9,lung_upper_lobe_right,49,127,0.00775
s0624,train,128,79,128,6.1614,9,lung_middle_lobe_right,47,123,0.00751
s0624,train,128,79,128,6.1614,9,heart,28,84,0.00513
s0624,train,128,79,128,6.1614,9,aorta,3,41,0.0025
s0624,train,128,79,128,6.1614,9,costal_cartilages,16,39,0.00238
s0624,train,128,79,128,6.1614,9,vertebrae_T7,112,36,0.0022
s0625,val,128,98,128,7.2842,10,lung_upper_lobe_left,48,253,0.01544
s0625,val,128,98,128,7.2842,10,lung_lower_lobe_right,46,214,0.01306
s0625,val,128,98,128,7.2842,10,lung_lower_lobe_left,45,197,0.01202
s0625,val,128,98,128,7.2842,10,lung_upper_lobe_right,49,184,0.01123
s0625,val,128,98,128,7.2842,10,lung_middle_lobe_right,47,170,0.01038
s0625,val,128,98,128,7.2842,10,heart,28,164,0.01001
s0625,val,128,98,128,7.2842,10,aorta,3,66,0.00403
s0625,val,128,98,128,7.2842,10,rib_left_7,60,40,0.00244
s0625,val,128,98,128,7.2842,10,costal_cartilages,16,34,0.00208
s0625,val,128,98,128,7.2842,10,autochthon_right,6,28,0.00171
s0626,train,128,57,128,6.9745,12,liver,44,182,0.01111
s0626,train,128,57,128,6.9745,12,stomach,86,140,0.00854
s0626,train,128,57,128,6.9745,12,small_bowel,82,118,0.0072
s0626,train,128,57,128,6.9745,12,autochthon_right,6,105,0.00641
s0626,train,128,57,128,6.9745,12,autochthon_left,5,91,0.00555
s0626,train,128,57,128,6.9745,12,colon,13,79,0.00482
s0626,train,128,57,128,6.9745,12,vertebrae_L3,102,75,0.00458
s0626,train,128,57,128,6.9745,12,kidney_left,42,64,0.00391
s0626,train,128,57,128,6.9745,12,kidney_right,43,44,0.00269
s0626,train,128,57,128,6.9745,12,duodenum,17,30,0.00183
s0626,train,128,57,128,6.9745,12,iliopsoas_left,37,30,0.00183
s0626,train,128,57,128,6.9745,12,iliopsoas_right,38,26,0.00159
s0627,train,128,30,128,7.7453,13,lung_upper_lobe_right,49,755,0.04608
s0627,train,128,30,128,7.7453,13,lung_upper_lobe_left,48,635,0.03876
s0627,train,128,30,128,7.7453,13,aorta,3,125,0.00763
s0627,train,128,30,128,7.7453,13,lung_lower_lobe_left,45,101,0.00616
s0627,train,128,30,128,7.7453,13,vertebrae_T5,110,100,0.0061
s0627,train,128,30,128,7.7453,13,lung_lower_lobe_right,46,99,0.00604
s0627,train,128,30,128,7.7453,13,humerus_right,32,50,0.00305
s0627,train,128,30,128,7.7453,13,autochthon_left,5,46,0.00281
s0627,train,128,30,128,7.7453,13,autochthon_right,6,46,0.00281
s0627,train,128,30,128,7.7453,13,sternum,85,39,0.00238
s0627,train,128,30,128,7.7453,13,humerus_left,31,33,0.00201
s0627,train,128,30,128,7.7453,13,scapula_left,79,32,0.00195
s0627,train,128,30,128,7.7453,13,scapula_right,80,31,0.00189
s0628,train,128,96,128,6.8109,10,lung_upper_lobe_left,48,327,0.01996
s0628,train,128,96,128,6.8109,10,lung_middle_lobe_right,47,243,0.01483
s0628,train,128,96,128,6.8109,10,lung_lower_lobe_left,45,242,0.01477
s0628,train,128,96,128,6.8109,10,lung_lower_lobe_right,46,208,0.0127
s0628,train,128,96,128,6.8109,10,lung_upper_lobe_right,49,146,0.00891
s0628,train,128,96,128,6.8109,10,heart,28,74,0.00452
s0628,train,128,96,128,6.8109,10,aorta,3,68,0.00415
s0628,train,128,96,128,6.8109,10,vertebrae_T8,113,51,0.00311
s0628,train,128,96,128,6.8109,10,rib_right_8,73,27,0.00165
s0628,train,128,96,128,6.8109,10,pulmonary_vein,53,25,0.00153
s0629,train,128,98,128,5.9247,8,lung_lower_lobe_right,46,315,0.01923
s0629,train,128,98,128,5.9247,8,lung_lower_lobe_left,45,224,0.01367
s0629,train,128,98,128,5.9247,8,lung_middle_lobe_right,47,211,0.01288
s0629,train,128,98,128,5.9247,8,lung_upper_lobe_right,49,176,0.01074
s0629,train,128,98,128,5.9247,8,heart,28,75,0.00458
s0629,train,128,98,128,5.9247,8,aorta,3,70,0.00427
s0629,train,128,98,128,5.9247,8,vertebrae_T7,112,42,0.00256
s0629,train,128,98,128,5.9247,8,autochthon_left,5,27,0.00165
s0632,train,128,38,128,9.6117,15,liver,44,1152,0.07031
s0632,train,128,38,128,9.6117,15,lung_lower_lobe_right,46,549,0.03351
s0632,train,128,38,128,9.6117,15,stomach,86,211,0.01288
s0632,train,128,38,128,9.6117,15,spleen,84,171,0.01044
s0632,train,128,38,128,9.6117,15,lung_lower_lobe_left,45,168,0.01025
s0632,train,128,38,128,9.6117,15,autochthon_right,6,93,0.00568
s0632,train,128,38,128,9.6117,15,autochthon_left,5,91,0.00555
s0632,train,128,38,128,9.6117,15,vertebrae_T12,117,83,0.00507
s0632,train,128,38,128,9.6117,15,lung_middle_lobe_right,47,74,0.00452
s0632,train,128,38,128,9.6117,15,esophagus,18,55,0.00336
s0632,train,128,38,128,9.6117,15,aorta,3,53,0.00323
s0632,train,128,38,128,9.6117,15,costal_cartilages,16,44,0.00269
s0632,train,128,38,128,9.6117,15,colon,13,41,0.0025
s0632,train,128,38,128,9.6117,15,inferior_vena_cava,39,29,0.00177
s0632,train,128,38,128,9.6117,15,vertebrae_T11,116,29,0.00177
s0633,train,128,125,128,3.9244,7,gluteus_maximus_left,22,170,0.01038
s0633,train,128,125,128,3.9244,7,small_bowel,82,152,0.00928
s0633,train,128,125,128,3.9244,7,gluteus_medius_left,24,143,0.00873
s0633,train,128,125,128,3.9244,7,hip_left,29,110,0.00671
s0633,train,128,125,128,3.9244,7,iliopsoas_left,37,86,0.00525
s0633,train,128,125,128,3.9244,7,colon,13,84,0.00513
s0633,train,128,125,128,3.9244,7,gluteus_minimus_left,26,83,0.00507
s0635,train,128,95,128,7.565,10,lung_lower_lobe_right,46,394,0.02405
s0635,train,128,95,128,7.565,10,lung_upper_lobe_left,48,332,0.02026
s0635,train,128,95,128,7.565,10,lung_middle_lobe_right,47,262,0.01599
s0635,train,128,95,128,7.565,10,lung_lower_lobe_left,45,249,0.0152
s0635,train,128,95,128,7.565,10,heart,28,120,0.00732
s0635,train,128,95,128,7.565,10,aorta,3,89,0.00543
s0635,train,128,95,128,7.565,10,vertebrae_T8,113,81,0.00494
s0635,train,128,95,128,7.565,10,lung_upper_lobe_right,49,66,0.00403
s0635,train,128,95,128,7.565,10,pulmonary_vein,53,39,0.00238
s0635,train,128,95,128,7.565,10,costal_cartilages,16,25,0.00153
s0636,train,128,83,128,5.8135,8,lung_lower_lobe_left,45,174,0.01062
s0636,train,128,83,128,5.8135,8,lung_lower_lobe_right,46,166,0.01013
s0636,train,128,83,128,5.8135,8,lung_upper_lobe_left,48,150,0.00916
s0636,train,128,83,128,5.8135,8,lung_upper_lobe_right,49,133,0.00812
s0636,train,128,83,128,5.8135,8,lung_middle_lobe_right,47,80,0.00488
s0636,train,128,83,128,5.8135,8,heart,28,79,0.00482
s0636,train,128,83,128,5.8135,8,aorta,3,42,0.00256
s0636,train,128,83,128,5.8135,8,vertebrae_T8,113,42,0.00256
s0637,train,128,83,128,6.626,12,lung_lower_lobe_right,46,412,0.02515
s0637,train,128,83,128,6.626,12,heart,28,321,0.01959
s0637,train,128,83,128,6.626,12,lung_middle_lobe_right,47,132,0.00806
s0637,train,128,83,128,6.626,12,lung_upper_lobe_left,48,86,0.00525
s0637,train,128,83,128,6.626,12,spleen,84,85,0.00519
s0637,train,128,83,128,6.626,12,lung_lower_lobe_left,45,63,0.00385
s0637,train,128,83,128,6.626,12,stomach,86,60,0.00366
s0637,train,128,83,128,6.626,12,vertebrae_T10,115,55,0.00336
s0637,train,128,83,128,6.626,12,costal_cartilages,16,38,0.00232
s0637,train,128,83,128,6.626,12,autochthon_right,6,30,0.00183
s0637,train,128,83,128,6.626,12,autochthon_left,5,28,0.00171
s0637,train,128,83,128,6.626,12,aorta,3,25,0.00153
s0638,train,128,22,128,10.2439,17,lung_upper_lobe_left,48,671,0.04095
s0638,train,128,22,128,10.2439,17,lung_upper_lobe_right,49,393,0.02399
s0638,train,128,22,128,10.2439,17,autochthon_right,6,282,0.01721
s0638,train,128,22,128,10.2439,17,vertebrae_T2,107,271,0.01654
s0638,train,128,22,128,10.2439,17,autochthon_left,5,222,0.01355
s0638,train,128,22,128,10.2439,17,scapula_left,79,179,0.01093
s0638,train,128,22,128,10.2439,17,vertebrae_T1,106,135,0.00824
s0638,train,128,22,128,10.2439,17,thyroid_gland,90,120,0.00732
s0638,train,128,22,128,10.2439,17,trachea,91,78,0.00476
s0638,train,128,22,128,10.2439,17,spinal_cord,83,77,0.0047
s0638,train,128,22,128,10.2439,17,scapula_right,80,76,0.00464
s0638,train,128,22,128,10.2439,17,clavicula_right,12,63,0.00385
s0638,train,128,22,128,10.2439,17,clavicula_left,11,57,0.00348
s0638,train,128,22,128,10.2439,17,rib_left_3,56,53,0.00323
s0638,train,128,22,128,10.2439,17,rib_right_2,67,51,0.00311
s0638,train,128,22,128,10.2439,17,esophagus,18,46,0.00281
s0638,train,128,22,128,10.2439,17,rib_left_2,55,37,0.00226
s0639,train,128,98,128,7.0874,10,lung_lower_lobe_right,46,322,0.01965
s0639,train,128,98,128,7.0874,10,lung_upper_lobe_left,48,251,0.01532
s0639,train,128,98,128,7.0874,10,lung_middle_lobe_right,47,220,0.01343
s0639,train,128,98,128,7.0874,10,lung_lower_lobe_left,45,210,0.01282
s0639,train,128,98,128,7.0874,10,heart,28,176,0.01074
s0639,train,128,98,128,7.0874,10,lung_upper_lobe_right,49,63,0.00385
s0639,train,128,98,128,7.0874,10,vertebrae_T7,112,58,0.00354
s0639,train,128,98,128,7.0874,10,aorta,3,56,0.00342
s0639,train,128,98,128,7.0874,10,costal_cartilages,16,29,0.00177
s0639,train,128,98,128,7.0874,10,autochthon_right,6,26,0.00159
s0640,train,128,71,128,8.3546,14,colon,13,405,0.02472
s0640,train,128,71,128,8.3546,14,hip_right,30,163,0.00995
s0640,train,128,71,128,8.3546,14,hip_left,29,131,0.008
s0640,train,128,71,128,8.3546,14,small_bowel,82,129,0.00787
s0640,train,128,71,128,8.3546,14,vertebrae_S1,105,125,0.00763
s0640,train,128,71,128,8.3546,14,iliopsoas_right,38,117,0.00714
s0640,train,128,71,128,8.3546,14,iliopsoas_left,37,102,0.00623
s0640,train,128,71,128,8.3546,14,autochthon_right,6,95,0.0058
s0640,train,128,71,128,8.3546,14,autochthon_left,5,92,0.00562
s0640,train,128,71,128,8.3546,14,gluteus_medius_right,25,88,0.00537
s0640,train,128,71,128,8.3546,14,sacrum,78,85,0.00519
s0640,train,128,71,128,8.3546,14,vertebrae_L5,104,62,0.00378
s0640,train,128,71,128,8.3546,14,gluteus_medius_left,24,58,0.00354
s0640,train,128,71,128,8.3546,14,spinal_cord,83,40,0.00244
s0641,train,128,38,128,10.9611,14,liver,44,1065,0.065
s0641,train,128,38,128,10.9611,14,lung_lower_lobe_left,45,535,0.03265
s0641,train,128,38,128,10.9611,14,lung_lower_lobe_right,46,463,0.02826
s0641,train,128,38,128,10.9611,14,heart,28,290,0.0177
s0641,train,128,38,128,10.9611,14,stomach,86,222,0.01355
s0641,train,128,38,128,10.9611,14,vertebrae_T12,117,160,0.00977
s0641,train,128,38,128,10.9611,14,autochthon_right,6,119,0.00726
s0641,train,128,38,128,10.9611,14,lung_middle_lobe_right,47,119,0.00726
s0641,train,128,38,128,10.9611,14,autochthon_left,5,113,0.0069
s0641,train,128,38,128,10.9611,14,spleen,84,101,0.00616
s0641,train,128,38,128,10.9611,14,costal_cartilages,16,90,0.00549
s0641,train,128,38,128,10.9611,14,lung_upper_lobe_left,48,46,0.00281
s0641,train,128,38,128,10.9611,14,aorta,3,37,0.00226
s0641,train,128,38,128,10.9611,14,spinal_cord,83,35,0.00214
s0642,train,128,28,128,12.1073,21,lung_upper_lobe_left,48,936,0.05713
s0642,train,128,28,128,12.1073,21,lung_upper_lobe_right,49,923,0.05634
s0642,train,128,28,128,12.1073,21,vertebrae_T2,107,261,0.01593
